region,event_month,supply_source,demande_source,plateforme_AE,device_type,revenue,revenue_EUR
France,2025-02-01,Offsite,Open Auction,DM Network,Web+App,224610.57392920461,215826.43790641357
France,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,716108.69087316853,620813.77622294624
France,2025-02-01,Onsite,Adx,DM Network,Web+App,17536.239885918218,16850.4274871896
France,2025-05-01,Onsite,Adx,DM Network,Web+App,17881.797485658863,15498.177748014268
France,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,67239.800226273757,63983.062352529982
France,2025-06-01,Onsite,Adx,DM Network,Web+App,18131.133980905543,16002.766090825722
France,2025-04-01,Onsite,Open Auction,DM Network,Web+App,19711.615814836096,18208.503824152322
France,2025-01-01,Onsite,Sales Driven Direct,DM Network,Web+App,19334.204767346797,18397.758842275
France,2025-01-01,Onsite,Other,DM Network,Web+App,162.03359662567198,154.18555202747359
France,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,59964.828314640457,52925.709015569686
France,2025-05-01,Onsite,Open Auction,DM Network,Web+App,17968.421851934236,15573.255201884414
France,2025-07-01,Onsite,Adx,DM Network,Web+App,10585.990198407866,9177.27802202676
France,2025-04-01,Onsite,Other,DM Network,Web+App,604.06019363269309,557.99750000710651
France,2025-02-01,Onsite,Open Auction,DM Network,Web+App,13720.574688277606,13183.986440162973
France,2025-03-01,Onsite,Adx,DM Network,Web+App,12339.866572639339,11829.426805962075
France,2025-07-01,Onsite,Other,DM Network,Web+App,16.943736797663458,14.688978584883795
France,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,94219.85115765853,90322.437959697578
France,2025-04-01,Onsite,Adx,DM Network,Web+App,13317.193343328041,12301.688922754645
France,2025-04-01,Onsite,Sales Driven Direct,DM Network,Web+App,54128.313501385586,50000.7514677249
France,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,65744.035424729474,60730.714908992173
France,2025-05-01,Onsite,Sales Driven Direct,DM Network,Web+App,44650.045622129088,38698.254136010655
France,2025-07-01,Onsite,Sales Driven Direct,DM Network,Web+App,17089.150286694123,14815.041427563176
France,2025-02-01,Onsite,Other,DM Network,Web+App,223.10590344063729,214.38061251142241
France,2025-02-01,Onsite,Sales Driven Direct,DM Network,Web+App,21785.446752973428,20933.455129214402
France,2025-03-01,Onsite,Other,DM Network,Web+App,472.04982223969455,452.52343597727514
France,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,45550.3294497395,39488.798829423067
France,2025-06-01,Onsite,Sales Driven Direct,DM Network,Web+App,63529.344712309212,56071.795862585357
France,2025-01-01,Onsite,Open Auction,DM Network,Web+App,15734.291959965069,14972.20664189273
France,2025-07-01,Onsite,Open Auction,DM Network,Web+App,18355.093730362572,15912.521656144407
France,2025-03-01,Onsite,Sales Driven Direct,DM Network,Web+App,67021.764855272078,64249.403111031083
France,2025-06-01,Onsite,Open Auction,DM Network,Web+App,35750.220625087713,31553.59278471996
France,2025-01-01,Onsite,Adx,DM Network,Web+App,18453.617011591636,17559.822068314432
France,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,106685.96000474432,102513.65427572242
France,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,71711.594721203175,62152.53485977048
France,2025-03-01,Onsite,Open Auction,DM Network,Web+App,19245.123479552847,18449.04709730417
France,2025-06-01,Onsite,Other,DM Network,Web+App,86.615891957999736,76.448271807590231
France,2025-05-01,Onsite,Other,DM Network,Web+App,618.00600741999824,535.626631495925
International,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,4514.7920723742272,4514.7920723742272
International,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,261.3215437310804,261.3215437310804
International,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,7904.0834474401154,7904.0834474401154
International,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,71245.73,71245.73
International,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,151093.4044343303,151093.4044343303
International,2025-07-01,Audience Extension,Sales Driven Direct,Xandr Curator,Web+App,71754.3,71754.3
International,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,4495.8884503380141,4495.8884503380141
International,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,13837.468485103876,13837.468485103876
International,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,121092.87165882092,121092.87165882092
Italy,2025-03-01,Audience Extension,Sales Driven Direct,Spring Serve,CTV,270.92981376929862,270.92981376929862
Italy,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,3895.3778496458494,3895.3778496458494
Italy,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,53574.424937063312,53574.424937063312
Italy,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,6230.0877913636587,6230.0877913636587
Italy,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,262.29690000000005,262.29690000000005
Italy,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,1670.8239,1670.8239
Italy,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,112413.15871946764,112413.15871946764
Italy,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,27778.67241045964,27778.67241045964
Italy,2025-05-01,Audience Extension,Sales Driven Direct,Spring Serve,CTV,9333.4248263720037,9333.4248263720037
Italy,2025-04-01,Audience Extension,Sales Driven Direct,Spring Serve,CTV,26277.394250581645,26277.394250581645
LATAM,2025-07-01,Audience Extension,Sales Driven Direct,DV360,Web+App,63105.871281571737,54708.1675609638
LATAM,2025-04-01,Audience Extension,Sales Driven Direct,DV360,Web+App,53516.242803910456,49435.354305953959
LATAM,2025-05-01,Audience Extension,Sales Driven Direct,DV360,Web+App,49930.460025554654,43274.796347334595
LATAM,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,6474.6315660983837,6474.6315660983837
LATAM,2025-04-01,Audience Extension,Sales Driven Direct,DV360,CTV,3711.0301320422468,3428.0450159736242
LATAM,2025-07-01,Audience Extension,Sales Driven Direct,DV360,CTV,46600.240000000005,40398.994364976163
LATAM,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,2728.985042651509,2728.985042651509
LATAM,2025-06-01,Audience Extension,Sales Driven Direct,DV360,Web+App,98702.5373187574,87116.09648610538
LATAM,2025-02-01,Audience Extension,Sales Driven Direct,DV360,Web+App,29625.416683087744,28466.817222146386
LATAM,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,2551.1233056610854,2551.1233056610854
LATAM,2025-06-01,Audience Extension,Sales Driven Direct,DV360,CTV,18001.98,15888.773168578993
LATAM,2025-05-01,Audience Extension,Sales Driven Direct,DV360,CTV,1649.48407762278,1429.610051675143
LATAM,2025-03-01,Audience Extension,Sales Driven Direct,DV360,Web+App,69745.2069328105,66860.18974530077
LATAM,2025-01-01,Audience Extension,Sales Driven Direct,DV360,Web+App,46544.502016617131,44290.134186523108
LATAM,2025-06-01,Offsite,Sales Driven Prog,DM Network,Web+App,10486.466238734858,9255.4865302161143
LATAM,2025-02-01,Offsite,Other,DM Network,Web+App,6090.518911967014,5852.3291169088252
LATAM,2025-05-01,Offsite,Sales Driven Direct,DM Network,Web+App,1950.5898903954496,1690.578861497183
LATAM,2025-07-01,Offsite,Adx,DM Network,Web+App,8832.024779805035,7656.718491378444
LATAM,2025-05-01,Offsite,Adx,DM Network,Web+App,14636.084427678712,12685.113908544559
LATAM,2025-05-01,Offsite,Other,DM Network,Web+App,0.92517924800000084,0.801854089096898
LATAM,2025-05-01,Offsite,Open Auction,DM Network,Web+App,19980.733097373824,17317.328044179081
LATAM,2025-03-01,Offsite,Open Auction,DM Network,Web+App,25041.494953731326,24005.651108403705
LATAM,2025-04-01,Offsite,Sales Driven Prog,DM Network,Web+App,12546.423232851508,11589.693993673742
LATAM,2025-02-01,Offsite,Sales Driven Direct,DM Network,Web+App,2220.1715141588247,2133.3443971930669
LATAM,2025-01-01,Offsite,Other,DM Network,Web+App,1269.6853260731971,1208.1885299012249
LATAM,2025-02-01,Offsite,Sales Driven Prog,DM Network,Web+App,1639.3029411644518,1575.1926022527643
LATAM,2025-04-01,Offsite,Open Auction,DM Network,Web+App,19000.223451283986,17551.35878369035
LATAM,2025-03-01,Offsite,Sales Driven Prog,DM Network,Web+App,18040.998546525356,17294.730907851561
LATAM,2025-04-01,Offsite,Adx,DM Network,Web+App,10799.684128966819,9976.1527217835846
LATAM,2025-06-01,Offsite,Sales Driven Direct,DM Network,Web+App,34.689410880311577,30.617308808748081
LATAM,2025-07-01,Offsite,Other,DM Network,Web+App,0.21919999999999989,0.19003034243606406
LATAM,2025-04-01,Offsite,Sales Driven Direct,DM Network,Web+App,590.60333096810655,545.56679226650647
LATAM,2025-02-01,Offsite,Adx,DM Network,Web+App,9362.7022990748046,8996.5429990148987
LATAM,2025-03-01,Offsite,Adx,DM Network,Web+App,11642.456817584887,11160.865472448724
LATAM,2025-07-01,Offsite,Sales Driven Direct,DM Network,Web+App,8.1815986506016376,7.0928466845267772
LATAM,2025-05-01,Offsite,Sales Driven Prog,DM Network,Web+App,6577.0475558696617,5700.3358951895143
LATAM,2025-01-01,Offsite,Sales Driven Direct,DM Network,Web+App,793.67132274258449,755.23011013663006
LATAM,2025-04-01,Offsite,Other,DM Network,Web+App,0.86154446900000059,0.795847276338276
LATAM,2025-03-01,Offsite,Sales Driven Direct,DM Network,Web+App,830.089052595693,795.75233916090019
LATAM,2025-01-01,Offsite,Open Auction,DM Network,Web+App,10415.367271342007,9910.902342127707
LATAM,2025-01-01,Offsite,Sales Driven Prog,DM Network,Web+App,760.87365994371555,724.02099147751028
LATAM,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,285.23687196565612,247.2794728787656
LATAM,2025-02-01,Offsite,Open Auction,DM Network,Web+App,8663.840520517082,8325.0125113068916
LATAM,2025-06-01,Offsite,Open Auction,DM Network,Web+App,24995.624360780072,22061.451333433426
LATAM,2025-01-01,Offsite,Adx,DM Network,Web+App,8289.13643101374,7887.654801611704
LATAM,2025-06-01,Offsite,Other,DM Network,Web+App,2.4667463080000003,2.1771812074139456
LATAM,2025-06-01,Offsite,Adx,DM Network,Web+App,16481.868505233604,14547.103711591884
LATAM,2025-07-01,Offsite,Open Auction,DM Network,Web+App,14213.449739712109,12322.019713664593
LATAM,2025-03-01,Offsite,Other,DM Network,Web+App,5045.5233707510233,4836.8148116292223
LATAM,2025-05-01,Onsite,Open Auction,DM Network,Web+App,28258.915322133489,24492.039627434122
LATAM,2025-07-01,Onsite,Sales Driven Direct,DM Network,Web+App,106.79613339623258,92.584424270682774
LATAM,2025-07-01,Onsite,Adx,DM Network,Web+App,41313.338549576016,35815.638101062868
LATAM,2025-02-01,Onsite,Other,DM Network,Web+App,1208.0439861326975,1160.7994485756678
LATAM,2025-05-01,Onsite,Other,DM Network,Web+App,3.8679764230000009,3.3523803284798066
LATAM,2025-04-01,Onsite,Open Auction,DM Network,Web+App,26169.532768525471,24173.971427209341
LATAM,2025-02-01,Onsite,Sales Driven Direct,DM Network,Web+App,8877.2028918988435,8530.0306446611357
LATAM,2025-01-01,Onsite,Open Auction,DM Network,Web+App,27520.618516638344,26187.666301873011
LATAM,2025-04-01,Onsite,Adx,DM Network,Web+App,47855.361089633465,44206.143909873419
LATAM,2025-05-01,Onsite,Sales Driven Direct,DM Network,Web+App,5624.219868310136,4874.51886662345
LATAM,2025-05-01,Onsite,Adx,DM Network,Web+App,42014.9445087836,36414.408483951811
LATAM,2025-01-01,Onsite,Sales Driven Direct,DM Network,Web+App,9957.0663387191271,9474.7990662471475
LATAM,2025-02-01,Onsite,Open Auction,DM Network,Web+App,34256.266575138136,32916.562482116016
LATAM,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,3635.1940335406612,3150.6275208360735
LATAM,2025-06-01,Onsite,Other,DM Network,Web+App,13.404779965000001,11.831226800529569
LATAM,2025-04-01,Onsite,Other,DM Network,Web+App,5.252848101,4.8522914424276014
LATAM,2025-03-01,Onsite,Sales Driven Direct,DM Network,Web+App,2137.9306152324452,2049.4949098714906
LATAM,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,317.26986776613541,304.86198497754918
LATAM,2025-01-01,Onsite,Adx,DM Network,Web+App,36355.008719828751,34594.165686391432
LATAM,2025-02-01,Onsite,Adx,DM Network,Web+App,50363.093455434566,48393.478865604469
LATAM,2025-06-01,Onsite,Sales Driven Direct,DM Network,Web+App,10992.882428031869,9702.4558058533712
LATAM,2025-03-01,Onsite,Adx,DM Network,Web+App,56130.943956247618,53809.082065136958
LATAM,2025-03-01,Onsite,Other,DM Network,Web+App,966.571830364628,926.58949371099845
LATAM,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,5459.0527247833952,5233.2384841905723
LATAM,2025-06-01,Onsite,Adx,DM Network,Web+App,50192.232749449831,44300.293688834805
LATAM,2025-03-01,Onsite,Open Auction,DM Network,Web+App,48869.17992173211,46847.701597787578
LATAM,2025-01-01,Onsite,Other,DM Network,Web+App,357.1671637498406,339.86788823850094
LATAM,2025-04-01,Onsite,Sales Driven Direct,DM Network,Web+App,1943.6475762325072,1795.4344614405868
LATAM,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,4944.1576496344424,4363.7755071795609
LATAM,2025-07-01,Onsite,Open Auction,DM Network,Web+App,25764.980561144912,22336.350724876385
LATAM,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,11101.053953687271,10254.541548831252
LATAM,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,1065.2465901698044,1013.6517177369916
LATAM,2025-06-01,Onsite,Open Auction,DM Network,Web+App,80476.3984575938,71029.477897258417
LATAM,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,7320.6968482138091,6346.5078874848805
LATAM,2025-07-01,Onsite,Other,DM Network,Web+App,15.5992288146227,13.523388655936454
NA,2025-02-01,Audience Extension,Sales Driven Direct,DV360,Web+App,258048.03850249323,247956.22033486428
NA,2025-06-01,Audience Extension,Sales Driven Direct,DV360,CTV,148094.06864912636,130709.68106719007
NA,2025-06-01,Audience Extension,Sales Driven Direct,DV360,Web+App,190270.51176870504,167935.13836602386
NA,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,0.031201372855413419,0.031201372855413419
NA,2025-03-01,Audience Extension,Sales Driven Direct,DV360,CTV,269839.162,258677.23913147679
NA,2025-01-01,Audience Extension,Sales Driven Direct,DV360,Web+App,172572.91926725948,164214.40600176941
NA,2025-03-01,Audience Extension,Sales Driven Direct,DV360,Web+App,264838.38673076883,253883.3214118476
NA,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,302690.6732646653,302690.6732646653
NA,2025-01-01,Audience Extension,Sales Driven Direct,DV360,CTV,59139.44999999999,56275.049957179552
NA,2025-07-01,Audience Extension,Sales Driven Direct,DV360,CTV,28257.995958023352,24497.612447354444
NA,2025-05-01,Audience Extension,Sales Driven Direct,DV360,Web+App,132342.52835924679,114701.445969186
NA,2025-07-01,Audience Extension,Sales Driven Direct,DV360,Web+App,89735.045513384641,77793.710891534152
NA,2025-02-01,Audience Extension,Sales Driven Direct,DV360,CTV,161198.074,154893.89257230712
NA,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,372876.69969799777,372876.69969799777
NA,2025-04-01,Audience Extension,Sales Driven Direct,DV360,CTV,123664.56599999998,114234.5074130525
NA,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,31503.04724453533,31503.04724453533
NA,2025-04-01,Audience Extension,Sales Driven Direct,DV360,Web+App,114133.02926997554,105429.79933488111
NA,2025-05-01,Audience Extension,Sales Driven Direct,DV360,CTV,163041.98084857257,141308.70241685957
NA,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,91299.9774634533,91299.9774634533
NA,2025-04-01,Offsite,Other,DM Network,Web+App,1474.2163159848676,1361.7997468799294
NA,2025-05-01,Offsite,Adx,DM Network,Web+App,30031.201052467019,26028.082035419502
NA,2025-02-01,Offsite,Sales Driven Direct,DM Network,Web+App,1694.7989306924032,1628.518238389933
NA,2025-05-01,Offsite,Sales Driven Prog,DM Network,Web+App,1261.1045536709128,1093.00099988812
NA,2025-02-01,Offsite,Open Auction,DM Network,Web+App,37850.541273762879,36370.271234518
NA,2025-06-01,Offsite,Sales Driven Direct,DM Network,Web+App,62.866750486590718,55.486981894607872
NA,2025-01-01,Offsite,Sales Driven Prog,DM Network,Web+App,72.500749999999968,68.989199733561676
NA,2025-07-01,Offsite,Sales Driven Prog,DM Network,Web+App,2.3969456124507351,2.0779762570010707
NA,2025-01-01,Offsite,Sales Driven Direct,DM Network,Web+App,669.06182818233412,636.656035952359
NA,2025-06-01,Offsite,Adx,DM Network,Web+App,31104.638475462198,27453.34375592427
NA,2025-07-01,Offsite,Sales Driven Direct,DM Network,Web+App,23.592631458764345,20.4530831892192
NA,2025-02-01,Offsite,Sales Driven Prog,DM Network,Web+App,5098.3520834523906,4898.9642389280207
NA,2025-03-01,Offsite,Open Auction,DM Network,Web+App,70068.649393218526,67170.252977250173
NA,2025-04-01,Offsite,Sales Driven Prog,DM Network,Web+App,94.021807642423866,86.852161694539632
NA,2025-06-01,Offsite,Other,DM Network,Web+App,217.25073984511752,191.74822581210725
NA,2025-07-01,Offsite,Open Auction,DM Network,Web+App,83192.827867985165,72122.087445154029
NA,2025-04-01,Offsite,Sales Driven Direct,DM Network,Web+App,65.117089221770982,60.151576575466251
NA,2025-01-01,Offsite,Adx,DM Network,Web+App,20654.119127150687,19653.743578980575
NA,2025-04-01,Offsite,Adx,DM Network,Web+App,32880.892074770571,30373.555101169066
NA,2025-01-01,Offsite,Open Auction,DM Network,Web+App,45023.578183142876,42842.875804684438
NA,2025-06-01,Offsite,Open Auction,DM Network,Web+App,125394.99883981737,110675.19756382822
NA,2025-03-01,Offsite,Adx,DM Network,Web+App,46205.107735666992,44293.829013724768
NA,2025-03-01,Offsite,Sales Driven Direct,DM Network,Web+App,2.6158642799334091,2.5076588026011688
NA,2025-02-01,Offsite,Other,DM Network,Web+App,815.77870423476577,783.874992058005
NA,2025-05-01,Offsite,Other,DM Network,Web+App,903.61237113280117,783.1620481303529
NA,2025-06-01,Offsite,Sales Driven Prog,DM Network,Web+App,627.43688680656328,553.78366002344512
NA,2025-01-01,Offsite,Other,DM Network,Web+App,1333.3525570534252,1268.7720592382009
NA,2025-05-01,Offsite,Open Auction,DM Network,Web+App,112131.79285315597,97184.77453038306
NA,2025-03-01,Offsite,Other,DM Network,Web+App,1331.9630135618461,1276.8662355000201
NA,2025-07-01,Offsite,Adx,DM Network,Web+App,17666.613325404403,15315.659579891117
NA,2025-05-01,Offsite,Sales Driven Direct,DM Network,Web+App,752.74820489625938,652.40787389171385
NA,2025-03-01,Offsite,Sales Driven Prog,DM Network,Web+App,12001.593529264775,11505.146459535805
NA,2025-07-01,Offsite,Other,DM Network,Web+App,68.1251250920591,59.059492927662845
NA,2025-04-01,Offsite,Open Auction,DM Network,Web+App,75630.907280503568,69863.661983745391
NA,2025-02-01,Offsite,Adx,DM Network,Web+App,21417.790171882789,20580.17696923493
NA,2025-04-01,Onsite,Open Auction,DM Network,Web+App,321644.33179683256,297117.29878234962
NA,2025-02-01,Onsite,Open Auction,DM Network,Web+App,433113.43282584404,416175.10601118865
NA,2025-02-01,Onsite,Adx,DM Network,Web+App,485350.03208236356,466368.82106501737
NA,2025-06-01,Onsite,Other,DM Network,Web+App,2919.8449986695855,2577.0917905292017
NA,2025-03-01,Onsite,Other,DM Network,Web+App,8461.4211475235879,8111.4136485870558
NA,2025-07-01,Onsite,Other,DM Network,Web+App,506.40547320214256,439.01644837636979
NA,2025-07-01,Onsite,Adx,DM Network,Web+App,447563.78850108775,388005.01820640464
NA,2025-01-01,Onsite,Open Auction,DM Network,Web+App,434664.571647778,413611.73436842515
NA,2025-05-01,Onsite,Adx,DM Network,Web+App,490720.21294153511,425307.86353053834
NA,2025-03-01,Onsite,Open Auction,DM Network,Web+App,440408.05540136684,422190.53386508825
NA,2025-06-01,Onsite,Sales Driven Direct,DM Network,Web+App,21397.6721151198,18885.853587925685
NA,2025-04-01,Onsite,Sales Driven Prog,DM Network,Web+App,20761.02125397808,19177.886706367448
NA,2025-03-01,Onsite,Adx,DM Network,Web+App,515476.66130607243,494153.91967221629
NA,2025-02-01,Onsite,Sales Driven Prog,DM Network,Web+App,94325.674141467854,90636.758087314171
NA,2025-07-01,Onsite,Sales Driven Prog,DM Network,Web+App,2072.9593286677964,1797.1038826768934
NA,2025-03-01,Onsite,Sales Driven Direct,DM Network,Web+App,2078.2466286576305,1992.2797571371618
NA,2025-01-01,Onsite,Adx,DM Network,Web+App,388637.31842399162,369813.796197537
NA,2025-05-01,Onsite,Sales Driven Prog,DM Network,Web+App,16811.607069210793,14570.642285674116
NA,2025-03-01,Onsite,Sales Driven Prog,DM Network,Web+App,109836.42519425726,105293.03091047045
NA,2025-04-01,Onsite,Sales Driven Direct,DM Network,Web+App,5141.9181882065968,4749.8205054792825
NA,2025-06-01,Onsite,Adx,DM Network,Web+App,714522.05302686233,630646.119176401
NA,2025-07-01,Onsite,Sales Driven Direct,DM Network,Web+App,651.393272811659,564.71024951162462
NA,2025-05-01,Onsite,Sales Driven Direct,DM Network,Web+App,6210.9577535665949,5383.0453749060453
NA,2025-04-01,Onsite,Other,DM Network,Web+App,9448.76337242748,8728.2466144080936
NA,2025-01-01,Onsite,Sales Driven Prog,DM Network,Web+App,20618.4095149325,19619.763550226
NA,2025-06-01,Onsite,Sales Driven Prog,DM Network,Web+App,11125.02073942652,9819.0827355926922
NA,2025-01-01,Onsite,Sales Driven Direct,DM Network,Web+App,495.59135354200225,471.58754738034281
NA,2025-01-01,Onsite,Other,DM Network,Web+App,28150.91661722185,26787.436118776146
NA,2025-05-01,Onsite,Open Auction,DM Network,Web+App,373183.09213814879,323438.284051091
NA,2025-02-01,Onsite,Sales Driven Direct,DM Network,Web+App,7760.9427660492211,7457.4255463142317
NA,2025-02-01,Onsite,Other,DM Network,Web+App,18198.451185271082,17486.740833353593
NA,2025-06-01,Onsite,Open Auction,DM Network,Web+App,509294.43775204325,449509.65379703726
NA,2025-04-01,Onsite,Adx,DM Network,Web+App,432942.91971924721,399928.79748671863
NA,2025-05-01,Onsite,Other,DM Network,Web+App,6522.0770564046534,5652.6928899329641
NA,2025-07-01,Onsite,Open Auction,DM Network,Web+App,328879.73205441906,285114.63550448121
Other,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,51629.175111408382,51629.175111408382
Other,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,36286.483094928481,36286.483094928481
Other,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,45186.233671668131,45186.233671668131
Other,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,50950.1170046802,50950.1170046802
Spain,2025-06-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,4678.5950642809876,4678.5950642809876
Spain,2025-04-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,10978.1718131118,10978.1718131118
Spain,2025-05-01,Audience Extension,Sales Driven Direct,Xandr Curator,Web+App,17717.0338,17717.0338
Spain,2025-04-01,Audience Extension,Sales Driven Direct,Xandr Curator,Web+App,289.101,289.101
Spain,2025-06-01,Audience Extension,Sales Driven Direct,Xandr Curator,Web+App,3057.6672,3057.6672
Spain,2025-05-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,2187.8815624236877,2187.8815624236877
Spain,2025-04-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,26776.865927537005,26776.865927537005
Spain,2025-07-01,Audience Extension,Sales Driven Prog,Equativ Curator,Web+App,1605.5096788980645,1605.5096788980645
Spain,2025-05-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,38986.332632555568,38986.332632555568
Spain,2025-07-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,14822.675898898349,14822.675898898349
Spain,2025-06-01,Audience Extension,Sales Driven Prog,Xandr Curator,Web+App,31699.982249765493,31699.982249765493
